pathway	ES	NES	pval	direction	n_genes_in_set	n_genes_after_intersection	padj	log2err	leading_edge	context	target	n_perturbed	n_control	n_genes_ranked	ranking_method	gene_filter	msigdb_collection	display_group	display_name	exact_gs_name	context_target	row_order	selection_tier	selection_reason	pathway_order	partner_context	spearman_rho	sign_agree_fraction	n_pathways
HALLMARK_APOPTOSIS	-0.435211267850273	-1.28548814024244	0.0253064452352709	down	161	150	0.0903801615545388	0.180467893079923	TIMP1;ANXA1;IFITM3;TNFRSF12A;SAT1;MCL1;ETF1;BCAP31;CD69;BCL10;ROCK1;HSPB1;PSEN1;RETSAT;CTH;DNAJA1;JUN;GSR;PPT1;GADD45A;IER3;TGFBR3;SOD2;CASP8;LEF1;BTG2;DDIT3;CASP6;SPTAN1;CDC25B;CYLD;ADD1;SQSTM1;DNAJC3;KRT18;GSN	K562_7d	ELK1	2733	5381	23111	mean_log_expr_perturbed_minus_control	False	H	Cell death / stress	Apoptosis	HALLMARK_APOPTOSIS	K562_7d / ELK1	17	Tier 2	top by NES variance (0.058)	0	K562_13d	-0.2837454981992797	0.42	50
HALLMARK_P53_PATHWAY	-0.355495575649205	-1.07598116338371	0.210302256279268	down	200	190	0.431411748324083	0.0633201262592919	DDIT4;SOCS1;S100A4;SAT1;PPP1R15A;HIST1H1C;TSC22D1;BTG1;CCNG1;PMM1;TGFB1;CCND3;RETSAT;PRMT2;TAX1BP3;TRAF4;CTSD;VWA5A;JUN;ZFP36L1;SLC3A2;TRIAP1;GADD45A;PPM1D;IER3;HINT1;ERCC5;PROCR;RAD51C;GM2A;RNF19B;HRAS;BTG2;DEF6;DDIT3;ZMAT3;ABCC5;HDAC3;CSRNP2;HEXIM1;EI24;IKBKAP	K562_7d	ELK1	2733	5381	23111	mean_log_expr_perturbed_minus_control	False	H	Cell death / stress	P53 Pathway	HALLMARK_P53_PATHWAY	K562_7d / ELK1	17	Tier 2	top by NES variance (0.058)	1	K562_13d	-0.2837454981992797	0.42	50
HALLMARK_TNFA_SIGNALING_VIA_NFKB	-0.463025996030571	-1.40253771884229	0.0022938799700843	down	200	191	0.0127437776115798	0.431707695803346	IER2;EGR1;CEBPB;SAT1;MCL1;PPP1R15A;SLC2A3;CD69;TIPARP;TUBB2A;TSC22D1;EIF1;BTG1;CCNL1;NAMPT;MYC;JUN;NFE2L2;LDLR;IL23A;GADD45A;IER3;PLAUR;TNFAIP8;TNIP1;SOD2;IL6ST;PHLDA1;RNF19B;BTG2;CD80;NFKBIA;CCRL2;KYNU;TNFAIP2;SQSTM1;IFNGR2;ZC3H12A;B4GALT1;PFKFB3;NINJ1;NFKBIE;SIK1;AREG;MAP2K3;PANX1;BCL6;DUSP1;CSF1;DENND5A;ID2;FUT4;CDKN1A;IL18;CXCL3;CYR61;EFNA1;DDX58	K562_7d	ELK1	2733	5381	23111	mean_log_expr_perturbed_minus_control	False	H	Cell death / stress	Tnfa Signaling Via Nfkb	HALLMARK_TNFA_SIGNALING_VIA_NFKB	K562_7d / ELK1	17	Tier 2	top by NES variance (0.058)	2	K562_13d	-0.2837454981992797	0.42	50
HALLMARK_INTERFERON_ALPHA_RESPONSE	-0.447211226227294	-1.23232826244042	0.079933110367893	down	97	88	0.235097383434979	0.0922972084621158	IFITM2;IFITM3;B2M;LY6E;LAP3;ELF1;PROCR;CASP8;CCRL2;EIF2AK2;IFI35;TRIM14;MOV10;BST2;SP110;IRF2;IRF7;CNP;IL7;RSAD2;PLSCR1;CSF1;UBA7;LGALS3BP	K562_7d	ELK1	2733	5381	23111	mean_log_expr_perturbed_minus_control	False	H	Inflammatory / interferon	Interferon Alpha Response	HALLMARK_INTERFERON_ALPHA_RESPONSE	K562_7d / ELK1	17	Tier 2	top by NES variance (0.058)	3	K562_13d	-0.2837454981992797	0.42	50
HALLMARK_INTERFERON_GAMMA_RESPONSE	-0.408664765495016	-1.2296659027433	0.0372565622353937	down	200	181	0.124188540784646	0.1535535368591	IFITM2;ARL4A;IFITM3;CFH;SOCS1;RBCK1;B2M;LY6E;CD69;BTG1;LAP3;SAMHD1;NAMPT;TAPBP;SOD2;MTHFD2;CASP8;NCOA3;MYD88;NFKBIA;EIF2AK2;TNFAIP2;IL10RA;ST3GAL5;IFI35;TRIM14;BST2;ARID5B;SP110;IRF2;IRF7;IL7;RSAD2;RAPGEF6;PLSCR1	K562_7d	ELK1	2733	5381	23111	mean_log_expr_perturbed_minus_control	False	H	Inflammatory / interferon	Interferon Gamma Response	HALLMARK_INTERFERON_GAMMA_RESPONSE	K562_7d / ELK1	17	Tier 2	top by NES variance (0.058)	4	K562_13d	-0.2837454981992797	0.42	50
HALLMARK_GLYCOLYSIS	0.332179381722027	0.900050296442085	0.732434907758734	up	200	189	0.779186072083759	0.0127950200976283	HMMR;COG2;GOT2;FAM162A;PFKP;ENO1;HS2ST1;QSOX1;TALDO1;STMN1;PGLS;TSTA3;HAX1;PGM2;PSMC4;COPB2;NOL3;MDH1;G6PD;SLC35A3;AK4;HDLBP;B4GALT2;FKBP4;NDUFV3;ALDH9A1;EXT2;KIF2A;GALK1;HK2;SLC25A13;HOMER1;KIF20A;B3GALT6;PC;ANKZF1;SRD5A3;SDHC;CHST12;RPE;PGAM1;GNPDA1;MED24;ENO2;LHPP;CHPF2;CD44;AGRN;CHPF;ISG20;TXN;PPP2CB;ARPP19	K562_7d	ELK1	2733	5381	23111	mean_log_expr_perturbed_minus_control	False	H	Metabolic state	Glycolysis	HALLMARK_GLYCOLYSIS	K562_7d / ELK1	17	Tier 2	top by NES variance (0.058)	5	K562_13d	-0.2837454981992797	0.42	50
HALLMARK_MTORC1_SIGNALING	0.423387582689703	1.15332098368191	0.142875614171192	up	200	197	0.35718903542798	0.0409428614964308	FADS1;PSMG1;HMBS;TMEM97;SQLE;ATP2A2;EPRS;TOMM40;HSPD1;ELOVL5;PSMD14;PSMB5;DDX39A;SLC7A11;SERPINH1;GMPS;DHCR24;SLC7A5;MCM2;CCNF;ENO1;FDXR;PRDX1;EIF2S2;FAM129A;RAB1A;PITPNB;POLR3G;SLC6A6;NUFIP1;PSMC4;RRP9;CCT6A;SKAP2;RPN1;G6PD;STIP1;M6PR;AK4;RRM2;TES;TFRC;MCM4;NMT1;PSMC2;FADS2;TUBA4A;HK2;IFRD1;NUP205;TBK1;CDC25A;IMMT;PFKL;GLA;CANX;GTF2H1;INSIG1;DAPP1;HSPA9;SEC11A;XBP1;IDI1;DHFR;YKT6;MTHFD2L;QDPR;RPA1	K562_7d	ELK1	2733	5381	23111	mean_log_expr_perturbed_minus_control	False	H	Metabolic state	Mtorc1 Signaling	HALLMARK_MTORC1_SIGNALING	K562_7d / ELK1	17	Tier 2	top by NES variance (0.058)	6	K562_13d	-0.2837454981992797	0.42	50
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.405220204807928	1.10423353330281	0.224334109128523	up	200	198	0.431411748324083	0.0314937389273169	MTX2;IDH3B;MRPL11;POLR2F;GRPEL1;MRPS12;HADHA;SDHA;TIMM8B;NDUFB4;COX6A1;ATP5A1;AFG3L2;ETFB;GOT2;NDUFB3;MRPL34;SUCLG1;NDUFB8;IDH3G;ECI1;DECR1;NDUFA3;TIMM10;OAT;UQCRB;VDAC1;SLC25A3;TIMM13;ALAS1;ATP5G3;CYCS;ATP5B;ATP5J;CS;ACAT1;FXN;MDH1;TOMM70A;COX7B;NDUFA8;OPA1;SLC25A12;NDUFV1;ECH1;NDUFV2;COX5A;NDUFS8;ATP6V1E1;IMMT;COX4I1;ATP5D;AIFM1;NDUFB6;MRPS11;CYC1;MRPL15;HSPA9;TIMM17A;ATP6V1C1;SDHC;SUCLA2;VDAC2;SLC25A11;NDUFS7;NDUFA5;PDHB;ISCU;COX10;ATP5F1;DLST;NNT	K562_7d	ELK1	2733	5381	23111	mean_log_expr_perturbed_minus_control	False	H	Metabolic state	Oxidative Phosphorylation	HALLMARK_OXIDATIVE_PHOSPHORYLATION	K562_7d / ELK1	17	Tier 2	top by NES variance (0.058)	7	K562_13d	-0.2837454981992797	0.42	50
HALLMARK_E2F_TARGETS	0.577932309133247	1.57487762987175	5.9876652422159e-05	up	200	198	0.0009979442070359	0.557332238758646	SSRP1;CDK4;PA2G4;DUT;NOP56;USP1;PPP1R8;TMPO;UBE2T;LYAR;NUDT21;TK1;POLE4;PTTG1;HMMR;NOLC1;MCM6;TRIP13;SMC1A;RNASEH2A;DDX39A;ILF3;TOP2A;SMC4;HELLS;CHEK2;HNRNPD;UBE2S;CENPM;MCM2;ANP32E;XPO1;HN1;POLD2;WEE1;HMGB3;BRCA1;PHF5A;H2AFZ;MCM3;CENPE;LIG1;DCLRE1B;CHEK1;STMN1;LUC7L3;PSIP1;RPA3;GINS4;DEK;MCM7;IPO7;NAP1L1;MKI67;CCNE1;E2F8;PLK4;DIAPH3;ORC2;SYNCRIP;CDKN3;SMC3;MYBL2;SRSF1;PAICS;RRM2;PAN2;NBN;RFC1;GSPT1;GINS1;TFRC;MCM4;PRIM2;RAN;NUP205;TACC3;CDC25A;RAD21;SRSF2;XRCC6;TIPIN;DCTPP1;CSE1L;DNMT1;LBR;KIF4A;RPA2;SPC24;KIF2C;UBR7	K562_7d	ELK1	2733	5381	23111	mean_log_expr_perturbed_minus_control	False	H	Proliferation / cell cycle	E2F Targets	HALLMARK_E2F_TARGETS	K562_7d / ELK1	17	Tier 2	top by NES variance (0.058)	8	K562_13d	-0.2837454981992797	0.42	50
HALLMARK_G2M_CHECKPOINT	0.540082566928032	1.47120176128405	0.0011428979743198	up	200	197	0.0081635569594274	0.45505986738723	NCL;HSPA8;DBF4;CDK4;SQLE;HNRNPU;TMPO;PTTG1;HMMR;NOLC1;MCM6;SMC1A;DDX39A;ILF3;TOP2A;SMC4;PRPF4B;DKC1;HIF1A;HNRNPD;UBE2S;SLC7A5;MCM2;CCNF;ATRX;XPO1;HN1;EWSR1;YTHDC1;HMGB3;PAFAH1B1;H2AFZ;MCM3;CENPE;TPX2;MNAT1;CHEK1;SRSF10;STMN1;CHMP1A;MKI67;CASC5;TROAP;PLK4;SMC2;AMD1;SYNCRIP;CDKN3;MTF2;STIL;NUMA1;PAPD7;MYBL2;SRSF1;WHSC1;SMARCC1;H2AFV;GSPT1;E2F4;ABL1;TRAIP;PRIM2;NUSAP1;TLE3;TACC3;CDC25A;RAD21;SRSF2;E2F2;INCENP;KIF23;LBR;KIF11;KIF4A;KATNA1;SFPQ;KIF15;RPA2;TTK;ARID4A;KIF2C;CHAF1A;KPNA2;MT2A;KIF5B	K562_7d	ELK1	2733	5381	23111	mean_log_expr_perturbed_minus_control	False	H	Proliferation / cell cycle	G2M Checkpoint	HALLMARK_G2M_CHECKPOINT	K562_7d / ELK1	17	Tier 2	top by NES variance (0.058)	9	K562_13d	-0.2837454981992797	0.42	50
HALLMARK_MYC_TARGETS_V1	0.599214921714117	1.63344718240874	1.30257789237267e-05	up	200	199	0.0006512889461863	0.593325476396405	SERBP1;EIF3J;PWP1;SRM;PRPF31;CDK4;EPRS;PA2G4;RSL1D1;DUT;RNPS1;NOP56;AIMP2;HSPD1;HNRNPU;SET;RPS3;USP1;SNRPA1;UBE2E1;EIF3B;SSB;NOP16;XPOT;NOLC1;MCM6;PSMD14;GOT2;SRSF3;HSP90AB1;DDX21;RPLP0;APEX1;HNRNPD;CDK2;IARS;SNRPG;TARDBP;MCM2;DDX18;XPO1;VDAC1;POLD2;NPM1;SRSF7;PSMB2;H2AFZ;POLE3;TUFM;SLC25A3;KARS;EIF2S2;EEF1B2;RPS5;PABPC1;TYMS;EIF4H;SNRPD2;RPL14;HNRNPA3;DEK;RPS10;MCM7;NAP1L1;FBL;PSMC4;CCT7;RRP9;RPL6;ORC2;RPL34;PHB;SYNCRIP;TOMM70A;FAM120A;RPS6;LSM7;RPS2;SRSF1;HNRNPA1;SMARCC1;GSPT1;STARD7;COX5A;HNRNPA2B1;MCM4;PCBP1;RUVBL2;ACP1;IFRD1;RAN;CBX3;UBA2;SRSF2;SRPK1;XRCC6;CANX;EIF4A1;CLNS1A;CYC1;RPL18	K562_7d	ELK1	2733	5381	23111	mean_log_expr_perturbed_minus_control	False	H	Proliferation / cell cycle	Myc Targets V1	HALLMARK_MYC_TARGETS_V1	K562_7d / ELK1	17	Tier 2	top by NES variance (0.058)	10	K562_13d	-0.2837454981992797	0.42	50
HALLMARK_HYPOXIA	-0.428753139598798	-1.29872286980549	0.0158390410958904	down	200	191	0.0659960045662101	0.238352921646911	LDHA;PLIN2;MIF;DDIT4;S100A4;PPP1R15A;ANXA2;SLC2A3;WSB1;TIPARP;PGK1;CITED2;BTG1;GRHPR;PRKCA;HK1;UGP2;KLHL24;IDS;RBPJ;SLC37A4;JUN;ERO1L;IER3;P4HA1;PLAUR;ATP7A;GAPDH;SAP30;HSPA5;HEXA;ALDOA;DDIT3;GBE1;CASP6;HOXB9;TPI1	K562_7d	ELK1	2733	5381	23111	mean_log_expr_perturbed_minus_control	False	H	Proteostasis / stress	Hypoxia	HALLMARK_HYPOXIA	K562_7d / ELK1	17	Tier 2	top by NES variance (0.058)	11	K562_13d	-0.2837454981992797	0.42	50
HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	-0.363512582850944	-0.903017876146039	0.639124087591241	down	49	47	0.710137875101379	0.0272565898399834	PRDX4;FTL;NQO1;ATOX1;GLRX2;HHEX;GCLC;GSR;HMOX2;SOD2	K562_7d	ELK1	2733	5381	23111	mean_log_expr_perturbed_minus_control	False	H	Proteostasis / stress	Reactive Oxigen Species Pathway	HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	K562_7d / ELK1	17	Tier 2	top by NES variance (0.058)	12	K562_13d	-0.2837454981992797	0.42	50
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.381548061505749	0.981130708115658	0.504261562107028	up	113	111	0.623113485757902	0.0192007727745151	SEC31A;NOP14;NOP56;EXOSC9;LSM4;XPOT;NOLC1;DKC1;EIF4G1;IARS;SLC7A5;NPM1;CXXC1;EIF4A2;SPCS1;PAIP1;BAG3;RPS14;PREB;HERPUD1;DCP2;CNOT4;RRP9;CHAC1;TSPYL2;SRPRB;KHSRP;ATF3;TATDN2;EIF4A1;EEF2;EIF2AK3;EXOC2;ZBTB17;HSPA9;SEC11A;ALDH18A1;XBP1;KIF5B;CNOT2;SDAD1;EXOSC4;SLC1A4;YIF1A	K562_7d	ELK1	2733	5381	23111	mean_log_expr_perturbed_minus_control	False	H	Proteostasis / stress	Unfolded Protein Response	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	K562_7d / ELK1	17	Tier 2	top by NES variance (0.058)	13	K562_13d	-0.2837454981992797	0.42	50
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-0.555675756722368	-1.65199038421674	4.3829445903761e-05	down	200	163	0.0009979442070359	0.557332238758646	TIMP1;EMP3;LGALS1;CALU;TPM4;TNFRSF12A;SAT1;FN1;CAPG;PPIB;PLOD1;TGFB1;SLC6A8;ECM1;JUN;GADD45A;PLAUR;TGFBR3;ITGB5	K562_7d	ELK1	2733	5381	23111	mean_log_expr_perturbed_minus_control	False	H	State remodeling	Epithelial Mesenchymal Transition	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	K562_7d / ELK1	17	Tier 2	top by NES variance (0.058)	14	K562_13d	-0.2837454981992797	0.42	50
HALLMARK_APOPTOSIS	0.404259897272992	1.09172892020449	0.2486881857211	up	161	150	0.498428925473535	0.0335126487672167	TIMP1;KRT18;HSPB1;TNFRSF12A;BID;CFLAR;BTG3;CCND2;ETF1;SLC20A1;ATF3;CD69;TXNIP;NEFH;CDK2;MCL1;IFNGR1;IER3;TGFBR3;DFFA;GSN;BRCA1;PMAIP1;CASP2;PPP3R1;DNAJC3;BCL2L2;CASP9;SOD1;RHOT2;CASP3;VDAC2;CDKN1A;MADD;PDCD4;F2R;CASP6;BNIP3L	K562_7d	CREB1	2713	5381	23111	mean_log_expr_perturbed_minus_control	False	H	Cell death / stress	Apoptosis	HALLMARK_APOPTOSIS	K562_7d / CREB1	18	Tier 2	top by NES variance (0.053)	0	K562_13d	-0.1074189675870348	0.46	50
HALLMARK_P53_PATHWAY	0.346111763155659	0.958955695175008	0.56356062943536	up	200	190	0.704450786794199	0.0190189714530975	STOM;WRAP73;PCNA;CCND2;DNTTIP2;BTG1;VAMP8;RAP2B;CCND3;SPHK1;DDIT4;ATF3;BAIAP2;FGF13;ISCU;AK1;TXNIP;HRAS;EI24;SOCS1;TRIAP1;HIST1H1C;IER3;JAG2;PRKAB1;NOL8;SLC35D1;MAPKAPK3;RCHY1;CDKN1A;SERTAD3;TPRKB;CD82;TOB1;F2R;PRMT2;EPS8L2;PLK3;PDGFA;NINJ1;TGFB1;TCN2;POLH;KIF13B;HIST3H2A;SLC3A2;GADD45A;EPHX1;ACVR1B	K562_7d	CREB1	2713	5381	23111	mean_log_expr_perturbed_minus_control	False	H	Cell death / stress	P53 Pathway	HALLMARK_P53_PATHWAY	K562_7d / CREB1	18	Tier 2	top by NES variance (0.053)	1	K562_13d	-0.1074189675870348	0.46	50
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.403411652286016	1.11859745488173	0.189793401171755	up	200	191	0.474483502929386	0.0385143573765071	TUBB2A;EGR1;IER2;PHLDA2;KLF9;CFLAR;BTG3;BTG1;SPHK1;ATF3;REL;CD69;EIF1;ATP2B1;MCL1;KDM6B;IER3;KLF6;TNIP2;IRS2;TNFAIP3;JUNB;RIPK2;SGK1;CDKN1A;PHLDA1;HES1;NFE2L2;TNFAIP8;ZFP36;IFNGR2;DNAJB4;ETS2;SLC2A3;LITAF;FOSL1;CXCL2;IL6ST;NINJ1;SMAD3;RCAN1;LAMB3;PER1;GADD45A;SDC4;CXCL11;CCL5;DUSP5;CEBPB;NAMPT;TGIF1;MAFF;CCNL1	K562_7d	CREB1	2713	5381	23111	mean_log_expr_perturbed_minus_control	False	H	Cell death / stress	Tnfa Signaling Via Nfkb	HALLMARK_TNFA_SIGNALING_VIA_NFKB	K562_7d / CREB1	18	Tier 2	top by NES variance (0.053)	2	K562_13d	-0.1074189675870348	0.46	50
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.324663382754635	0.82471660533123	0.843095198812077	up	97	88	0.896909785970295	0.0141147538988029	NMI;LY6E;PSME2;PLSCR1;NCOA7;TRIM14;TXNIP;NUB1;GMPR;WARS;PNPT1;IL4R;RIPK2;PSME1;IFITM1;SP110	K562_7d	CREB1	2713	5381	23111	mean_log_expr_perturbed_minus_control	False	H	Inflammatory / interferon	Interferon Alpha Response	HALLMARK_INTERFERON_ALPHA_RESPONSE	K562_7d / CREB1	18	Tier 2	top by NES variance (0.053)	3	K562_13d	-0.1074189675870348	0.46	50
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.327344066932115	0.901866468711415	0.725508461419034	up	200	181	0.808224369907144	0.0154053345290688	NMI;LY6E;PSME2;PSMB2;PLSCR1;PSMA2;BTG1;PTPN2;VAMP8;CD69;TRIM14;TXNIP;LYSMD2;SOCS1;WARS;RIPK1;PNPT1;ISOC1;IL4R;STAT3;TNFAIP3;RIPK2;PSME1;CASP3;CDKN1A;SP110;PFKP;PELI1;PARP14;IFI35;PTPN1;SPPL2A;BPGM;CXCL11;IL10RA;CCL5;PML;NAMPT	K562_7d	CREB1	2713	5381	23111	mean_log_expr_perturbed_minus_control	False	H	Inflammatory / interferon	Interferon Gamma Response	HALLMARK_INTERFERON_GAMMA_RESPONSE	K562_7d / CREB1	18	Tier 2	top by NES variance (0.053)	4	K562_13d	-0.1074189675870348	0.46	50
HALLMARK_GLYCOLYSIS	-0.417644865823453	-1.22386954332212	0.0459965928449745	down	200	189	0.28747870528109	0.11260357881031	PPIA;AURKA;HSPA5;CENPA;CDK1;MDH1;PLOD1;RARS;HS2ST1;CTH;STC2;GFPT1;PGAM1;IL13RA1;DLD;IDH1;NASP;ARPP19;UGP2;HMMR;RBCK1;SRD5A3;MIF;NSDHL;GCLC;ME2;VEGFA;ECD;DSC2;FAM162A;P4HA2;GALK1;SLC16A3;ZNF292;KDELR3;SLC37A4;B4GALT2;DEPDC1;CHPF;AK3;MPI;GLRX;GUSB;SLC25A13;POLR3K;TXN;ERO1L;ENO2;CHST12;MXI1;KIF20A;P4HA1;GNPDA1;TSTA3;GNE	K562_7d	CREB1	2713	5381	23111	mean_log_expr_perturbed_minus_control	False	H	Metabolic state	Glycolysis	HALLMARK_GLYCOLYSIS	K562_7d / CREB1	18	Tier 2	top by NES variance (0.053)	5	K562_13d	-0.1074189675870348	0.46	50
HALLMARK_MTORC1_SIGNALING	0.396333479140469	1.10226669538823	0.218229487970389	up	200	197	0.495976109023611	0.0355432910251727	TUBG1;CTSC;ASNS;IMMT;PSMC6;PSMA4;CACYBP;PSMC2;ARPC5L;DDX39A;MTHFD2L;PSMG1;TPI1;MLLT11;COPS5;ALDOA;ENO1;HPRT1;PSMC4;GMPS;GAPDH;RAB1A;LDHA;ACTR3;ETF1;SEC11A;CDC25A;DDIT4;CCT6A;UNG;HSPA4;FADS2;SSR1;STIP1;POLR3G;DHFR;ATP5G1;PSMD14;GPI;UBE2D3;TOMM40;EIF2S2;ME1;WARS;RPN1;PDAP1;MCM2;NUP205;SRD5A1;PGK1;SLC7A5;GLA;LTA4H;AK4;PHGDH;SLC1A4;M6PR;USO1;RIT1;DAPP1;PNO1;HSPA9;CDKN1A;MCM4;PITPNB	K562_7d	CREB1	2713	5381	23111	mean_log_expr_perturbed_minus_control	False	H	Metabolic state	Mtorc1 Signaling	HALLMARK_MTORC1_SIGNALING	K562_7d / CREB1	18	Tier 2	top by NES variance (0.053)	6	K562_13d	-0.1074189675870348	0.46	50
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.656763519986955	1.82744145955114	3.65751901459026e-08	up	200	198	1.82875950729513e-06	0.719512826338911	SUCLG1;MRPL15;TIMM17A;TIMM13;TIMM8B;IMMT;CYCS;NDUFA9;VDAC1;HCCS;NDUFAB1;MGST3;COX6A1;ATP5B;UQCRFS1;TIMM10;COX5A;NDUFA8;MRPS22;ATP6V0B;NDUFS8;PRDX3;NDUFB6;MRPS12;NDUFB5;MDH2;NDUFS4;SLC25A6;LDHA;SUCLA2;TIMM50;ATP5J;GRPEL1;NDUFA6;MRPS15;NDUFB7;SDHC;UQCR10;COX7A2L;HTRA2;COX8A;NDUFB3;ECH1;ECI1;MRPL34;SDHB;ATP5O;UQCRQ;NDUFS6;NDUFA3;COX5B;IDH3B;SLC25A3;ISCU;ATP5C1;ATP5G1;CYB5R3;SLC25A11;ACADVL;NDUFB8;GPI;ETFB;ECHS1;ATP5G3;ATP5H;NQO2;NDUFB2;NDUFB1;UQCR11;IDH3A;VDAC3;COX11;NNT;COX7B;NDUFA4;NDUFS7;CYC1;NDUFC2;MRPL11;ATP5L;GOT2;UQCRC1;SDHA;MFN2;POR;PHB2;GLUD1;POLR2F;MRPS30;RHOT2;PDHA1;TIMM9;ATP5D;VDAC2;SLC25A5;HSPA9;SLC25A4;DLST;LRPPRC;ATP6V1F;CS;ETFA;UQCRB;NDUFB4	K562_7d	CREB1	2713	5381	23111	mean_log_expr_perturbed_minus_control	False	H	Metabolic state	Oxidative Phosphorylation	HALLMARK_OXIDATIVE_PHOSPHORYLATION	K562_7d / CREB1	18	Tier 2	top by NES variance (0.053)	7	K562_13d	-0.1074189675870348	0.46	50
HALLMARK_E2F_TARGETS	0.399876189238211	1.11265364878326	0.201847575057737	up	200	198	0.480589464423183	0.0371496772766645	TUBG1;DCTPP1;NME1;SSRP1;DEK;RAN;DDX39A;H2AFZ;POLE4;RPA2;SRSF2;STMN1;HMGB3;SYNCRIP;HN1;PA2G4;PCNA;PSIP1;DUT;NUDT21;TIPIN;PAICS;CDC25A;UNG;TMPO;UBE2T;MCM7;DNMT1;MAD2L1;XRCC6;MELK;PMS2;NOP56;USP1;MCM5;BRCA2;PNN;CENPM;NBN;CHEK2;GSPT1;RFC2;MCM2;NUP205;SLBP;RPA3;BRCA1;MSH2;SMC3;TK1;HELLS;RAD1;BRMS1L;CDCA8;MRE11A;EZH2;PPP1R8;CDKN1A;POLD3;MCM4;MCM3;GINS4;STAG1;RANBP1;RNASEH2A;CCNB2;E2F8;RRM2;UBR7;CDKN2C	K562_7d	CREB1	2713	5381	23111	mean_log_expr_perturbed_minus_control	False	H	Proliferation / cell cycle	E2F Targets	HALLMARK_E2F_TARGETS	K562_7d / CREB1	18	Tier 2	top by NES variance (0.053)	8	K562_13d	-0.1074189675870348	0.46	50
HALLMARK_G2M_CHECKPOINT	-0.44649045947559	-1.31686915330466	0.0142126208072769	down	200	197	0.142126208072769	0.204544131818546	ATF5;TOP2A;KPNB1;AURKA;CENPE;CENPA;CDK1;NDC80;NOLC1;DTYMK;PRC1;TPX2;PTTG1;HMGA1;AURKB;NUSAP1;SQLE;KIF4A;UBE2S;KIF23;CUL5;CDC20;DBF4;TACC3;KIF22;NASP;BUB3;KIF2C;NUP50;CUL3;HMMR;MKI67;RACGAP1;CDC27;PRIM2;G3BP1;HNRNPD;TNPO2;DMD;ORC6;PLK1;EWSR1;TTK;ILF3;SLC38A1;TRA2B;ODF2;UPF1;RAD54L;CCNA2;SRSF10;HIRA;LMNB1;HIST1H2BK;LIG3;CBX1;KIF20B;WRN;CDC25B;LBR;E2F2;MEIS2;BIRC5;KIF11;XPO1;RBL1;KPNA2;HUS1;POLE;CHEK1;POLQ;SS18;PURA;CDK4;KIF15;BUB1;ORC5	K562_7d	CREB1	2713	5381	23111	mean_log_expr_perturbed_minus_control	False	H	Proliferation / cell cycle	G2M Checkpoint	HALLMARK_G2M_CHECKPOINT	K562_7d / CREB1	18	Tier 2	top by NES variance (0.053)	9	K562_13d	-0.1074189675870348	0.46	50
HALLMARK_MYC_TARGETS_V1	0.638735355145184	1.77757318052591	1.02695018122609e-07	up	200	199	2.56737545306522e-06	0.704975715167238	PSMB3;HDDC2;VBP1;PCBP1;SRM;NME1;SSB;ODC1;PSMA1;EEF1B2;PSMC6;PSMA4;VDAC1;NHP2;TXNL4A;DEK;SRSF7;RNPS1;RAN;NDUFAB1;U2AF1;H2AFZ;COPS5;COX5A;PWP1;PRDX3;EIF3J;ERH;YWHAQ;SRSF2;PSMB2;HPRT1;CNBP;PSMC4;EIF1AX;SMARCC1;SYNCRIP;PHB;NOP16;ILF2;PA2G4;SET;EIF4G2;EIF4A1;PCNA;LDHA;DUT;PSMA2;UBA2;CCT2;ETF1;ACP1;PSMA7;SSBP1;GLO1;CLNS1A;MRPL23;MCM7;SLC25A3;LSM2;HNRNPA3;MAD2L1;XRCC6;PSMD14;HNRNPA1;SNRPG;PABPC4;EIF2S2;NCBP2;NOP56;RPL22;CDK2;SNRPD1;ABCE1;VDAC3;USP1;MCM5;PPM1G;NCBP1;RPLP0;HNRNPA2B1;PRPS2;C1QBP;CYC1;TRIM28;PRPF31;UBE2E1;AP3S1;GOT2;TYMS;HNRNPU;RPS2;GSPT1;RPS6;RSL1D1;MCM2;CBX3;LSM7;PSMD8;PGK1;AIMP2;XPOT;PHB2	K562_7d	CREB1	2713	5381	23111	mean_log_expr_perturbed_minus_control	False	H	Proliferation / cell cycle	Myc Targets V1	HALLMARK_MYC_TARGETS_V1	K562_7d / CREB1	18	Tier 2	top by NES variance (0.053)	10	K562_13d	-0.1074189675870348	0.46	50
