context	contrast_id	positive_category	negative_category	claim_role	included	reason	n_genes	n_targets_positive	n_targets_negative	panel	pathway	ES	NES	pval	padj	log2err	size	n_genes_in_set	direction	leading_edge	collection	ranking_method	claim_boundary	padj_within_context_contrast	endpoint_category	n_category_targets	n_universe_targets	n_pathway_targets_in_universe	n_overlap	overlap_targets	pvalue	artifact	path	size_bytes	sha256
HCC38										g	Signaling By Receptor Tyrosine Kinases R-HSA-9006934				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	STAT3	0.6808510638297872				
HCC38										g	Signaling By SCF-KIT R-HSA-1433557				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	STAT3	0.6808510638297872				
HCC38										g	Signaling By TGF-beta Receptor Complex R-HSA-170834				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	YBX1	0.6808510638297872				
HCC38										g	Signaling By TGFB Family Members R-HSA-9006936				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	3.0	3.0	BMPR1A;SMAD1;YBX1	0.3058896083872957				
HCC38										g	Signaling By Cytosolic FGFR1 Fusion Mutants R-HSA-1839117				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	STAT3	0.6808510638297872				
HCC38										g	Synthesis Of Bile Acids And Bile Salts R-HSA-192105				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	NCOA1	0.6808510638297872				
HCC38										g	Synthesis Of Bile Acids And Bile Salts Via 27-Hydroxycholesterol R-HSA-193807				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	NCOA1	0.6808510638297872				
HCC38										g	Synthesis Of Bile Acids And Bile Salts Via 7Alpha-Hydroxycholesterol R-HSA-193368				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	NCOA1	0.6808510638297872				
HCC38										g	TAK1-dependent IKK And NF-kappa-B Activation R-HSA-445989				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	TAB3	0.6808510638297872				
HCC38										g	TICAM1,TRAF6-dependent Induction Of TAK1 Complex R-HSA-9014325				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	TAB3	0.6808510638297872				
HCC38										g	TNF Signaling R-HSA-75893				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	TAB3	0.6808510638297872				
HCC38										g	TNFR1-induced NFkappaB Signaling Pathway R-HSA-5357956				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	TAB3	0.6808510638297872				
HCC38										g	TP53 Regulates Metabolic Genes R-HSA-5628897				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	2.0	2.0	LAMTOR5;PRDX2	0.4588344125809436				
HCC38										g	TRAF6 Mediated Induction Of NFkB And MAP Kinases Upon TLR7/8 Or 9 Activation R-HSA-975138				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	TAB3	0.6808510638297872				
HCC38										g	TRAF6-mediated Induction Of TAK1 Complex Within TLR4 Complex R-HSA-937072				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	TAB3	0.6808510638297872				
HCC38										g	Toll Like Receptor 3 (TLR3) Cascade R-HSA-168164				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	TAB3	0.6808510638297872				
HCC38										g	Toll Like Receptor 4 (TLR4) Cascade R-HSA-166016				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	TAB3	0.6808510638297872				
HCC38										g	Toll Like Receptor 7/8 (TLR7/8) Cascade R-HSA-168181				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	TAB3	0.6808510638297872				
HCC38										g	Toll Like Receptor 9 (TLR9) Cascade R-HSA-168138				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	TAB3	0.6808510638297872				
HCC38										g	Toll-like Receptor Cascades R-HSA-168898				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	TAB3	0.6808510638297872				
HCC38										g	Transcriptional Regulation By TP53 R-HSA-3700989				0.9534066380736133						reactome		descriptive target-membership annotation only		middle	32.0	47.0	4.0	2.0	LAMTOR5;PRDX2	0.9107167886076304				
HCC38										g	Transcriptional Activation Of Mitochondrial Biogenesis R-HSA-2151201				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	NCOA1	0.6808510638297872				
HCC38										g	Transcriptional Activity Of SMAD2/SMAD3:SMAD4 Heterotrimer R-HSA-2173793				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	YBX1	0.6808510638297872				
HCC38										g	Transcriptional Regulation By RUNX1 R-HSA-8878171				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	ARID1A	0.6808510638297872				
HCC38										g	Transcriptional Regulation By RUNX2 R-HSA-8878166				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	SMAD1	0.6808510638297872				
HCC38										g	Transcriptional Regulation By RUNX3 R-HSA-8878159				0.9785359557100078						reactome		descriptive target-membership annotation only		middle	32.0	47.0	3.0	1.0	RORC	0.9719395621338268				
HCC38										g	Transcriptional Regulation Of Granulopoiesis R-HSA-9616222				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	STAT3	0.6808510638297872				
HCC38										g	Transcriptional Regulation Of Pluripotent Stem Cells R-HSA-452723				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	STAT3	0.6808510638297872				
HCC38										g	Transcriptional Regulation Of White Adipocyte Differentiation R-HSA-381340				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	NCOA1	0.6808510638297872				
HCC38										g	Ub-specific Processing Proteases R-HSA-5689880				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	2.0	2.0	SMAD1;TADA3	0.4588344125809436				
HCC38										g	Unfolded Protein Response (UPR) R-HSA-381119				0.9534066380736133						reactome		descriptive target-membership annotation only		middle	32.0	47.0	2.0	1.0	HDGF	0.9028677150786308				
HCC38										g	Vesicle-mediated Transport R-HSA-5653656				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	TMF1	0.6808510638297872				
HCC38										g	XBP1(S) Activates Chaperone Genes R-HSA-381038				0.9534066380736133						reactome		descriptive target-membership annotation only		middle	32.0	47.0	2.0	1.0	HDGF	0.9028677150786308				
HCC38										g	Activated TAK1 Mediates P38 MAPK Activation R-HSA-450302				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	TAB3	0.6808510638297872				
HCC38										g	mRNA Splicing - Major Pathway R-HSA-72163				0.9534066380736133						reactome		descriptive target-membership annotation only		middle	32.0	47.0	2.0	1.0	YBX1	0.9028677150786308				
HCC38										g	mRNA Splicing - Minor Pathway R-HSA-72165				0.9534066380736133						reactome		descriptive target-membership annotation only		middle	32.0	47.0	2.0	1.0	YBX1	0.9028677150786308				
HCC38										g	mRNA Splicing R-HSA-72172				0.9534066380736133						reactome		descriptive target-membership annotation only		middle	32.0	47.0	2.0	1.0	YBX1	0.9028677150786308				
HCC38										g	mTORC1-mediated Signaling R-HSA-166208				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	LAMTOR5	0.6808510638297872				
HCC1143										g	CRD-mediated mRNA Stabilization (GO:0070934)				0.3414948453608247						gobp		descriptive target-membership annotation only		Q1_anchor	10.0	48.0	1.0	1.0	YBX1	0.2083333333333333				
HCC1143										g	DNA Damage Response (GO:0006974)				0.5817777851195981						gobp		descriptive target-membership annotation only		Q1_anchor	10.0	48.0	3.0	1.0	RPS3	0.5122571692876965				
HCC1143										g	DNA Metabolic Process (GO:0006259)				0.3414948453608247						gobp		descriptive target-membership annotation only		Q1_anchor	10.0	48.0	4.0	2.0	RPS3;RUVBL2	0.1870952821461609				
HCC1143										g	DNA Repair (GO:0006281)				0.5817777851195981						gobp		descriptive target-membership annotation only		Q1_anchor	10.0	48.0	3.0	1.0	RPS3	0.5122571692876965				
HCC1143										g	RNA Localization to Cajal Body (GO:0090670)				0.3414948453608247						gobp		descriptive target-membership annotation only		Q1_anchor	10.0	48.0	1.0	1.0	RUVBL2	0.2083333333333333				
HCC1143										g	RNA Processing (GO:0006396)				0.3414948453608247						gobp		descriptive target-membership annotation only		Q1_anchor	10.0	48.0	1.0	1.0	PRPF6	0.2083333333333333				
HCC1143										g	RNA Splicing (GO:0008380)				0.3414948453608247						gobp		descriptive target-membership annotation only		Q1_anchor	10.0	48.0	1.0	1.0	PRPF6	0.2083333333333333				
HCC1143										g	RNA Splicing, via Transesterification Reactions (GO:0000375)				0.3414948453608247						gobp		descriptive target-membership annotation only		Q1_anchor	10.0	48.0	1.0	1.0	PRPF6	0.2083333333333333				
HCC1143										g	RNA Splicing, via Transesterification Reactions With Bulged Adenosine as Nucleophile (GO:0000377)				0.3414948453608247						gobp		descriptive target-membership annotation only		Q1_anchor	10.0	48.0	1.0	1.0	PRPF6	0.2083333333333333				
HCC1143										g	RNA Stabilization (GO:0043489)				0.3414948453608247						gobp		descriptive target-membership annotation only		Q1_anchor	10.0	48.0	1.0	1.0	YBX1	0.2083333333333333				
HCC1143										g	RNA Transport (GO:0050658)				0.3414948453608247						gobp		descriptive target-membership annotation only		Q1_anchor	10.0	48.0	1.0	1.0	YBX1	0.2083333333333333				
HCC1143										g	Base-Excision Repair (GO:0006284)				0.3414948453608247						gobp		descriptive target-membership annotation only		Q1_anchor	10.0	48.0	1.0	1.0	RPS3	0.2083333333333333				
HCC1143										g	Box C/D snoRNP Assembly (GO:0000492)				0.3414948453608247						gobp		descriptive target-membership annotation only		Q1_anchor	10.0	48.0	1.0	1.0	RUVBL2	0.2083333333333333				
HCC1143										g	Cellular Response to UV (GO:0034644)				0.468022772606383						gobp		descriptive target-membership annotation only		Q1_anchor	10.0	48.0	2.0	1.0	RUVBL2	0.3767730496453901				
HCC1143										g	Cellular Response to Cytokine Stimulus (GO:0071345)				0.5817777851195981						gobp		descriptive target-membership annotation only		Q1_anchor	10.0	48.0	3.0	1.0	RPS3	0.5122571692876965				
HCC1143										g	Cellular Response to Estradiol Stimulus (GO:0071392)				0.3414948453608247						gobp		descriptive target-membership annotation only		Q1_anchor	10.0	48.0	1.0	1.0	RUVBL2	0.2083333333333333				
HCC1143										g	Cellular Response to Hydrogen Peroxide (GO:0070301)				0.468022772606383						gobp		descriptive target-membership annotation only		Q1_anchor	10.0	48.0	2.0	1.0	RPS3	0.3767730496453901				
HCC1143										g	Cellular Response to Light Stimulus (GO:0071482)				0.468022772606383						gobp		descriptive target-membership annotation only		Q1_anchor	10.0	48.0	2.0	1.0	RUVBL2	0.3767730496453901				
HCC1143										g	Cellular Response to Lipid (GO:0071396)				0.5817777851195981						gobp		descriptive target-membership annotation only		Q1_anchor	10.0	48.0	3.0	1.0	RUVBL2	0.5122571692876965				
HCC1143										g	Cellular Response to Oxidative Stress (GO:0034599)				0.7298116850351734						gobp		descriptive target-membership annotation only		Q1_anchor	10.0	48.0	5.0	1.0	RPS3	0.7068616320466459				
HCC1143										g	Cellular Response to Oxygen-Containing Compound (GO:1901701)				0.4429126433793829						gobp		descriptive target-membership annotation only		Q1_anchor	10.0	48.0	5.0	2.0	RPS3;RUVBL2	0.2757757968211252				
HCC1143										g	Cellular Response to Reactive Oxygen Species (GO:0034614)				0.5817777851195981						gobp		descriptive target-membership annotation only		Q1_anchor	10.0	48.0	3.0	1.0	RPS3	0.5122571692876965				
HCC1143										g	Cellular Response to Tumor Necrosis Factor (GO:0071356)				0.468022772606383						gobp		descriptive target-membership annotation only		Q1_anchor	10.0	48.0	2.0	1.0	RPS3	0.3767730496453901				
HCC1143										g	Chromatin Organization (GO:0006325)				0.7298116850351734						gobp		descriptive target-membership annotation only		Q1_anchor	10.0	48.0	5.0	1.0	RUVBL2	0.7068616320466459				
HCC1143										g	Chromatin Remodeling (GO:0006338)				0.7298116850351734						gobp		descriptive target-membership annotation only		Q1_anchor	10.0	48.0	5.0	1.0	RUVBL2	0.7068616320466459				
HCC1143										g	Cytoplasmic Translation (GO:0002181)				0.3414948453608247						gobp		descriptive target-membership annotation only		Q1_anchor	10.0	48.0	1.0	1.0	RPS3	0.2083333333333333				
HCC1143										g	Epidermis Development (GO:0008544)				0.3414948453608247						gobp		descriptive target-membership annotation only		Q1_anchor	10.0	48.0	1.0	1.0	YBX1	0.2083333333333333				
HCC1143										g	Establishment of Protein Localization to Chromatin (GO:0071169)				0.3414948453608247						gobp		descriptive target-membership annotation only		Q1_anchor	10.0	48.0	1.0	1.0	RUVBL2	0.2083333333333333				
HCC1143										g	Establishment of Protein Localization to Chromosome (GO:0070199)				0.3414948453608247						gobp		descriptive target-membership annotation only		Q1_anchor	10.0	48.0	1.0	1.0	RUVBL2	0.2083333333333333				
HCC1143										g	Estrogen Receptor Signaling Pathway (GO:0030520)				0.468022772606383						gobp		descriptive target-membership annotation only		Q1_anchor	10.0	48.0	2.0	1.0	TADA3	0.3767730496453901				
HCC1143										g	Gene Expression (GO:0010467)				0.468022772606383						gobp		descriptive target-membership annotation only		Q1_anchor	10.0	48.0	2.0	1.0	RPS3	0.3767730496453901				
HCC1143										g	mRNA Processing (GO:0006397)				0.3414948453608247						gobp		descriptive target-membership annotation only		Q1_anchor	10.0	48.0	1.0	1.0	PRPF6	0.2083333333333333				
HCC1143										g	mRNA Splicing, via Spliceosome (GO:0000398)				0.3414948453608247						gobp		descriptive target-membership annotation only		Q1_anchor	10.0	48.0	1.0	1.0	PRPF6	0.2083333333333333				
HCC1143										g	mRNA Stabilization (GO:0048255)				0.3414948453608247						gobp		descriptive target-membership annotation only		Q1_anchor	10.0	48.0	1.0	1.0	YBX1	0.2083333333333333				
HCC1143										g	Macromolecule Biosynthetic Process (GO:0009059)				0.3414948453608247						gobp		descriptive target-membership annotation only		Q1_anchor	10.0	48.0	1.0	1.0	RPS3	0.2083333333333333				
HCC1143										g	Membraneless Organelle Assembly (GO:0140694)				0.468022772606383						gobp		descriptive target-membership annotation only		Q1_anchor	10.0	48.0	2.0	1.0	RPS3	0.3767730496453901				
HCC1143										g	Negative Regulation of DNA Metabolic Process (GO:0051053)				0.3414948453608247						gobp		descriptive target-membership annotation only		Q1_anchor	10.0	48.0	1.0	1.0	RPS3	0.2083333333333333				
HCC1143										g	Negative Regulation of DNA-templated Transcription (GO:0045892)				0.5817777851195981						gobp		descriptive target-membership annotation only		Q1_anchor	10.0	48.0	17.0	4.0	PFDN5;TADA3;ZBTB17;ZNF131	0.503410468877519				
